O;ARCH;VEC;ALIG;IMG;KER;MINC;E;FM;S;Total_s;Read_s;Read_cyc;Write_s;Write_cyc;Conv_s;Conv_cyc;Ker_s;Ker_cyc
0;+;-;+;C;D;4;+;-;+;29.7057;0.056200;190660201;5.017500;17020354478;24.625133;83533752370;0.000100;440760
0;+;-;+;C;D;4;-;+;+;25.7898;0.056333;191082583;5.049567;17129256046;20.677400;70142293060;0.000100;419602
0;+;-;+;C;D;4;-;-;+;25.7590;0.056633;192115999;5.063000;17174807377;20.633033;69991769071;0.000100;405389
0;+;~;+;C;D;4;+;+;+;7.7913;0.055600;188590461;4.776500;16202958690;2.953833;10019954015;0.000100;403758
0;+;~;+;C;D;4;+;-;+;7.8269;0.057700;195781918;4.766967;16170601674;2.996600;10165145370;0.000100;438442
0;+;~;+;C;D;4;-;+;+;8.3004;0.058500;198436696;5.040200;17097433728;3.195500;10839776592;0.000100;408007
0;+;~;+;C;D;4;-;-;+;8.1974;0.057900;196400941;5.045933;17116966919;3.086567;10470140456;0.000100;395839
0;+;+;+;C;F;3;+;+;+;10.2696;0.057000;193379245;4.804667;16298460228;5.402500;18326373276;0.000100;376068
0;+;+;+;C;F;3;+;-;+;10.2398;0.055500;188345323;4.685433;15894008250;5.493567;18635303061;0.000100;367777
0;+;+;+;C;F;3;-;+;+;10.6779;0.056933;193103946;4.946300;16778906299;5.668233;19227918531;0.000100;375204
0;+;+;+;C;F;3;-;-;+;10.7286;0.056033;190086034;4.932467;16732002648;5.733567;19449597981;0.000100;395475
0;+;-;+;C;F;3;+;+;+;29.8559;0.058233;197557854;5.063633;17176894806;24.727500;83881379887;0.000100;358446
0;+;-;+;C;F;3;+;-;+;29.7471;0.057433;194822204;5.015000;17011941377;24.668367;83680831976;0.000100;382106
0;+;-;+;C;F;3;-;+;+;25.9904;0.056633;192169378;5.074533;17213809330;20.853300;70739128213;0.000100;340575
0;+;-;+;C;F;3;-;-;+;25.8808;0.058700;199019464;5.072733;17207801577;20.742900;70364698666;0.000100;343502
0;+;~;+;C;F;3;+;+;+;7.9434;0.058400;198076085;4.856900;16475711952;3.022367;10252546099;0.000100;408693
0;+;~;+;C;F;3;+;-;+;7.7296;0.058367;197973044;4.779233;16212179677;2.886500;9791608544;0.000100;364396
0;+;~;+;C;F;3;-;+;+;8.2429;0.058500;198425129;5.053033;17141039127;3.124767;10599806169;0.000100;340178
0;+;~;+;C;F;3;-;-;+;8.2449;0.059767;202792643;5.046233;17117922977;3.132533;10626124277;0.000100;358629
0;+;+;+;C;F;4;+;+;+;10.2007;0.055400;188032826;4.742867;16088888265;5.396900;18307442983;0.000100;375487
0;+;+;+;C;F;4;+;-;+;10.3153;0.055867;189484004;4.717000;16001098602;5.537300;18783771272;0.000100;384502
0;+;+;+;C;F;4;-;+;+;10.7287;0.058767;199306892;4.985233;16910922184;5.678067;19261286052;0.000100;380042
0;+;+;+;C;F;4;-;-;+;10.7387;0.057600;195261201;4.958900;16821631570;5.715733;19388998656;0.000100;365517
0;+;-;+;C;F;4;+;+;+;30.0094;0.056667;192165411;5.086233;17253553894;24.860500;84332607714;0.000100;362508
0;+;-;+;C;F;4;+;-;+;29.9307;0.058300;197700191;5.067233;17189225505;24.798600;84122659118;0.000100;358266
0;+;-;+;C;F;4;-;+;+;25.9200;0.056700;192297298;5.069933;17198224159;20.787067;70514620489;0.000100;367543
0;+;-;+;C;F;4;-;-;+;25.8678;0.058833;199460915;5.083167;17243321176;20.719300;70284638444;0.000100;353812
0;+;~;+;C;F;4;+;+;+;7.8358;0.055633;188689556;4.781767;16220779272;2.993233;10153668216;0.000100;387370
0;+;~;+;C;F;4;+;-;+;7.6836;0.057667;195581122;4.750200;16113751307;2.870233;9736473380;0.000100;358520
0;+;~;+;C;F;4;-;+;+;8.2124;0.058233;197569244;5.033867;17076062455;3.113933;10563154869;0.000100;329364
0;+;~;+;C;F;4;-;-;+;8.1946;0.058133;197210563;5.012467;17003555478;3.117467;10575183735;0.000100;352084
0;+;+;+;C;I;3;+;+;+;29.3591;0.058167;197196424;5.041833;17103127122;24.252733;82271447620;0.000100;409550
0;+;+;+;C;I;3;+;-;+;29.5843;0.056667;192228872;5.036933;17086464037;24.484267;83056853757;0.000100;391042
0;+;+;+;C;I;3;-;+;+;25.3521;0.058167;197217609;5.079567;17231093104;20.207900;68550309049;0.000100;372955
0;+;+;+;C;I;3;-;-;+;25.2407;0.058400;198074627;5.089467;17264675750;20.086200;68137352347;0.000100;374783
0;+;-;+;C;I;3;+;+;+;29.8089;0.057200;194036056;5.062633;17173610099;24.682700;83729859342;0.000100;416714
0;+;-;+;C;I;3;+;-;+;29.7147;0.063100;214040586;5.077033;17222384340;24.567367;83338519166;0.000100;417625
0;+;-;+;C;I;3;-;+;+;25.2093;0.056467;191599816;5.050967;17134025670;20.095100;68167428105;0.000100;389725
0;+;-;+;C;I;3;-;-;+;25.2582;0.058133;197350309;5.046700;17119581596;20.146600;68342062398;0.000100;388568
0;+;~;+;C;I;3;+;+;+;7.4209;0.055800;189305935;4.772267;16188605002;2.587300;8776782695;0.000100;397611
0;+;~;+;C;I;3;+;-;+;7.4552;0.056100;190324469;4.777000;16204684855;2.616867;8876864859;0.000100;403357
0;+;~;+;C;I;3;-;+;+;7.8704;0.059167;200774904;5.046500;17118854969;2.757933;9355510168;0.000100;404580
0;+;~;+;C;I;3;-;-;+;7.9140;0.056667;192203082;5.077767;17225030881;2.773333;9407679061;0.000100;388539
0;+;+;+;C;I;4;+;+;+;29.3967;0.056267;190809218;5.061867;17171099580;24.271867;82336119388;0.000100;389781
0;+;+;+;C;I;4;+;-;+;29.5358;0.057600;195367373;5.044267;17111283673;24.427333;82863468984;0.000100;392267
0;+;+;+;C;I;4;-;+;+;25.1861;0.057933;196480598;5.032467;17071200651;20.088900;68146491908;0.000100;374475
0;+;+;+;C;I;4;-;-;+;25.0636;0.056267;190904542;5.035567;17081890334;19.965233;67726897366;0.000100;367210
0;+;-;+;C;I;4;+;+;+;29.6607;0.056567;191867106;5.036967;17086435991;24.560967;83316667190;0.000100;400727
0;+;-;+;C;I;4;+;-;+;29.6568;0.058433;198168518;5.040567;17098731863;24.550933;83282714303;0.000100;410151
0;+;-;+;C;I;4;-;+;+;25.1811;0.059467;201713334;5.051033;17134273059;20.064067;68062090272;0.000100;381719
0;+;-;+;C;I;4;-;-;+;25.3431;0.056733;192458948;5.071600;17204094348;20.208467;68551939269;0.000100;381906
0;+;~;+;C;I;4;+;+;+;7.4235;0.057200;194053413;4.777833;16207459322;2.583300;8763076260;0.000100;392631
0;+;~;+;C;I;4;+;-;+;7.4404;0.057067;193615174;4.761633;16152596526;2.616233;8874766017;0.000100;408714
0;+;~;+;C;I;4;-;+;+;7.8863;0.056833;192728269;5.063433;17176281982;2.760033;9362613105;0.000100;419672
0;+;~;+;C;I;4;-;-;+;7.9271;0.056300;190977698;5.085100;17249775653;2.779167;9427453669;0.000100;378583
0;+;+;+;F;D;3;+;+;+;8.9575;0.181233;614797390;1.008767;3421828982;7.762333;26331518983;0.000100;394802
0;+;+;+;F;D;3;+;-;+;8.9453;0.178800;606409875;1.008867;3422127331;7.752433;26298017447;0.000100;389744
0;+;+;+;F;D;3;-;+;+;9.4754;0.180667;612807855;1.158500;3929841038;8.130500;27580525024;0.000100;385520
0;+;+;+;F;D;3;-;-;+;9.4479;0.180700;612989126;1.148933;3897330219;8.112700;27520002448;0.000100;400996
0;+;-;+;F;D;3;+;+;+;25.7293;0.178133;604323725;1.148400;3895634214;24.397300;82761557108;0.000100;397398
0;+;-;+;F;D;3;+;-;+;25.5168;0.179733;609710866;1.145667;3886280240;24.185867;82044220866;0.000100;393516
0;+;-;+;F;D;3;-;+;+;21.7748;0.179600;609283026;1.178967;3999291533;20.410567;69237592407;0.000100;378151
0;+;-;+;F;D;3;-;-;+;21.8461;0.180267;611567745;1.171000;3972225859;20.489567;69505449264;0.000100;373357
0;+;~;+;F;D;3;+;+;+;4.0780;0.178367;605079247;0.994567;3373751805;2.899833;9836836766;0.000100;376516
0;+;~;+;F;D;3;+;-;+;4.1150;0.187967;637692648;1.000833;3394966330;2.920133;9905651913;0.000100;367323
0;+;~;+;F;D;3;-;+;+;4.4327;0.182933;620653643;1.155367;3919158378;3.088667;10477408674;0.000100;385618
0;+;~;+;F;D;3;-;-;+;4.3807;0.180467;612141927;1.133267;3844226549;3.061367;10384736201;0.000100;358791
0;+;+;+;F;D;4;+;+;+;8.9168;0.182633;619580985;1.005067;3409441259;7.724033;26201530489;0.000100;380863
0;+;+;+;F;D;4;+;-;+;8.9646;0.179367;608421772;1.010900;3429167736;7.769033;26354323338;0.000100;382519
0;+;+;+;F;D;4;-;+;+;9.4893;0.180533;612509642;1.161333;3939444063;8.141933;27619264281;0.000100;392463
0;+;+;+;F;D;4;-;-;+;9.4496;0.179000;607188382;1.148133;3894771182;8.116933;27534497137;0.000100;403216
0;+;-;+;F;D;4;+;+;+;25.7141;0.185700;629944419;1.152000;3907764805;24.370233;82669642406;0.000100;427234
0;+;-;+;F;D;4;+;-;+;25.5089;0.181967;617260928;1.140700;3869456852;24.180367;82025507452;0.000100;419253
0;+;-;+;F;D;4;-;+;+;21.6890;0.178433;605247705;1.164800;3951183998;20.340000;68998079723;0.000100;385303
0;+;-;+;F;D;4;-;-;+;21.6646;0.179433;608709433;1.160233;3935733666;20.319500;68928533882;0.000100;369269
0;+;~;+;F;D;4;+;+;+;4.0623;0.177667;602614738;0.989900;3357889228;2.889867;9803051105;0.000100;377125
0;+;~;+;F;D;4;+;-;+;4.1013;0.178933;607055763;0.998733;3387816787;2.918500;9900183546;0.000100;365072
0;+;~;+;F;D;4;-;+;+;4.3881;0.180333;611738157;1.145933;3887245669;3.056467;10368078030;0.000100;374616
0;+;~;+;F;D;4;-;-;+;4.3720;0.179967;610449455;1.130333;3834262569;3.055900;10366230709;0.000100;361623
0;+;+;+;F;F;3;+;+;+;5.1659;0.181533;615907296;1.013267;3437084357;3.965467;13451617327;0.000100;306738
0;+;+;+;F;F;3;+;-;+;5.1476;0.179400;608650364;1.008433;3420763374;3.954100;13413155352;0.000100;319887
0;+;+;+;F;F;3;-;+;+;5.5164;0.182533;619204338;1.147600;3892966979;4.180467;14181094672;0.000100;334727
0;+;+;+;F;F;3;-;-;+;5.4823;0.178867;606733783;1.154500;3916256787;4.142867;14053439156;0.000100;336022
0;+;-;+;F;F;3;+;+;+;25.4134;0.181367;615238420;1.163967;3948348540;24.062267;81624994485;0.000100;336810
0;+;-;+;F;F;3;+;-;+;25.7024;0.177933;603657395;1.163567;3947061806;24.355533;82619850448;0.000100;340216
0;+;-;+;F;F;3;-;+;+;21.6279;0.181467;615644942;1.175933;3988926068;20.265300;68744736045;0.000100;301697
0;+;-;+;F;F;3;-;-;+;21.6516;0.178133;604324677;1.166633;3957359508;20.301333;68866844316;0.000100;317409
0;+;~;+;F;F;3;+;+;+;3.7680;0.178800;606507778;1.020567;3461896079;2.563267;8695196172;0.000100;339146
0;+;~;+;F;F;3;+;-;+;3.8132;0.180733;613078945;1.037900;3520831303;2.588633;8781156549;0.000100;322569
0;+;~;+;F;F;3;-;+;+;4.0299;0.179567;609128693;1.160233;3935745030;2.684767;9107312796;0.000100;317336
0;+;~;+;F;F;3;-;-;+;4.0627;0.180767;613209424;1.161133;3938784663;2.714967;9209665252;0.000100;324350
0;+;+;+;F;F;4;+;+;+;5.1586;0.179733;609699350;1.009900;3425792108;3.963433;13444737711;0.000100;308923
0;+;+;+;F;F;4;+;-;+;5.1314;0.179167;607898798;1.002633;3401151051;3.944233;13379639401;0.000100;304040
0;+;+;+;F;F;4;-;+;+;5.5491;0.179167;607713008;1.143500;3878825571;4.221433;14319866269;0.000100;336041
0;+;+;+;F;F;4;-;-;+;5.4738;0.178200;604495063;1.154933;3917860392;4.135500;14028444089;0.000100;322786
0;+;-;+;F;F;4;+;+;+;25.4325;0.178100;604176742;1.161500;3940058282;24.087467;81710535204;0.000100;353524
0;+;-;+;F;F;4;+;-;+;25.7137;0.178700;606201996;1.166967;3958619712;24.362633;82643917279;0.000100;334352
0;+;-;+;F;F;4;-;+;+;21.6064;0.180467;612185139;1.174000;3982443609;20.246667;68681562237;0.000100;299337
0;+;-;+;F;F;4;-;-;+;21.6660;0.183267;621651936;1.169367;3966610991;20.307900;68889372566;0.000100;314212
0;+;~;+;F;F;4;+;+;+;3.7640;0.177767;602946745;1.017533;3451698141;2.563267;8695181634;0.000100;327703
0;+;~;+;F;F;4;+;-;+;3.8092;0.179000;607151374;1.033433;3505622163;2.591333;8790273369;0.000100;320976
0;+;~;+;F;F;4;-;+;+;4.0320;0.180467;612230375;1.163100;3945451074;2.682833;9100670764;0.000100;305645
0;+;~;+;F;F;4;-;-;+;4.0532;0.178967;607119209;1.156400;3922699882;2.712567;9201551184;0.000100;304506
0;+;+;+;F;I;3;+;+;+;25.5026;0.177867;603315087;0.493700;1674696732;24.825933;84215490031;0.000100;365865
0;+;+;+;F;I;3;+;-;+;25.5547;0.179600;609248572;0.482767;1637663383;24.886933;84422507367;0.000100;386224
0;+;+;+;F;I;3;-;+;+;21.6810;0.179067;607381214;0.488400;1656784518;21.008267;71265135526;0.000100;319176
0;+;+;+;F;I;3;-;-;+;21.7121;0.182533;619189596;0.487400;1653238703;21.036067;71359370658;0.000100;381231
0;+;-;+;F;I;3;+;+;+;25.6138;0.179767;609788436;0.485933;1648303782;24.942633;84611374326;0.000100;341887
0;+;-;+;F;I;3;+;-;+;25.7344;0.178100;604164561;0.483800;1641200234;25.067433;85035562318;0.000100;398609
0;+;-;+;F;I;3;-;+;+;21.6436;0.178633;605973995;0.487367;1653227443;20.972333;71143747045;0.000100;323868
0;+;-;+;F;I;3;-;-;+;21.5888;0.179233;608004573;0.485600;1647278044;20.918633;70961685675;0.000100;386426
0;+;~;+;F;I;3;+;+;+;4.3493;0.180533;612396082;0.490333;1663302986;3.672467;12457908815;0.000100;350389
0;+;~;+;F;I;3;+;-;+;4.2610;0.180033;610706261;0.477500;1619880990;3.597633;12204008230;0.000100;392112
0;+;~;+;F;I;3;-;+;+;4.4617;0.179000;607227052;0.486967;1651842709;3.790733;12859110046;0.000100;322592
0;+;~;+;F;I;3;-;-;+;4.4670;0.181167;614631581;0.484667;1644057047;3.795800;12876289805;0.000100;398550
0;+;+;+;F;I;4;+;+;+;25.4630;0.181667;616143687;0.488067;1655631473;24.787900;84087014312;0.000100;339515
0;+;+;+;F;I;4;+;-;+;25.5660;0.178233;604586008;0.484067;1641969705;24.898400;84461795896;0.000100;409550
0;+;+;+;F;I;4;-;+;+;21.6905;0.180467;612085554;0.491000;1665534230;21.013533;71283182484;0.000100;322682
0;+;+;+;F;I;4;-;-;+;21.7065;0.178700;606207360;0.486233;1649340131;21.036400;71360698004;0.000100;409668
0;+;-;+;F;I;4;+;+;+;25.6385;0.180800;613292015;0.485300;1646249117;24.966967;84694219165;0.000100;346119
0;+;-;+;F;I;4;+;-;+;25.8010;0.179400;608533815;0.487300;1653032247;25.129100;85244159166;0.000100;399093
0;+;-;+;F;I;4;-;+;+;21.6601;0.178567;605761217;0.484667;1644110371;20.991700;71209058356;0.000100;326984
0;+;-;+;F;I;4;-;-;+;21.5753;0.182367;618669553;0.488300;1656410503;20.898567;70893185415;0.000100;390481
0;+;~;+;F;I;4;+;+;+;4.2911;0.178433;605318205;0.477467;1619711458;3.629900;12313432452;0.000100;315905
0;+;~;+;F;I;4;+;-;+;4.2584;0.181467;615665328;0.479033;1624956979;3.592533;12186568657;0.000100;382490
0;+;~;+;F;I;4;-;+;+;4.4749;0.181467;615603973;0.489167;1659352599;3.798467;12885199886;0.000100;324644
0;+;~;+;F;I;4;-;-;+;4.4595;0.179133;607682966;0.484000;1641785905;3.791167;12860471946;0.000100;374726
3;+;+;+;C;D;3;+;+;+;2.0038;0.018133;61565026;1.517333;5147119932;0.463200;1571278713;0.000100;215981
3;+;+;+;C;D;3;+;-;+;2.0012;0.018900;64142492;1.518467;5150939654;0.458300;1554594118;0.000100;208921
3;+;+;+;C;D;3;-;+;+;2.1748;0.018867;64025878;1.668467;5659723992;0.480933;1631435690;0.000100;240175
3;+;+;+;C;D;3;-;-;+;2.1567;0.018600;63104706;1.652200;5604545710;0.479733;1627219813;0.000100;205601
3;+;-;+;C;D;3;+;+;+;4.2902;0.020900;71037494;2.034733;6902223156;2.227867;7557383203;0.000100;204467
3;+;-;+;C;D;3;+;-;+;4.3359;0.019867;67419945;2.036133;6907085152;2.273433;7712024519;0.000100;209318
3;+;-;+;C;D;3;-;+;+;3.3544;0.020367;69076427;2.059567;6986448859;1.268333;4302505769;0.000100;200189
3;+;-;+;C;D;3;-;-;+;3.3744;0.021067;71384495;2.042433;6928361115;1.304733;4425878050;0.000100;202797
3;+;~;+;C;D;3;+;+;+;2.1183;0.017967;60938880;1.523967;5169576678;0.571333;1938040081;0.000100;208896
3;+;~;+;C;D;3;+;-;+;2.2091;0.018067;61297671;1.520600;5158184717;0.665400;2257164709;0.000100;193306
3;+;~;+;C;D;3;-;+;+;2.2823;0.018833;63875192;1.655133;5614538991;0.602033;2042140647;0.000100;235098
3;+;~;+;C;D;3;-;-;+;2.3742;0.019367;65665948;1.652800;5606720583;0.695833;2360515312;0.000100;200599
3;+;+;+;C;D;4;+;+;+;2.0051;0.018300;62043581;1.518167;5149855990;0.463500;1572298748;0.000100;225063
3;+;+;+;C;D;4;+;-;+;2.0260;0.019300;65466939;1.537933;5216959148;0.463200;1571169923;0.000100;202761
3;+;+;+;C;D;4;-;+;+;2.1534;0.018633;63161255;1.651933;5603614583;0.476633;1616855906;0.000100;242603
3;+;+;+;C;D;4;-;-;+;2.1556;0.018633;63238465;1.651000;5600521311;0.480000;1628165438;0.000100;209390
3;+;-;+;C;D;4;+;+;+;4.2722;0.019633;66625213;2.036833;6909433022;2.209467;7495071798;0.000100;209726
3;+;-;+;C;D;4;+;-;+;4.3433;0.019533;66290039;2.042333;6928035860;2.275467;7718864553;0.000100;204585
3;+;-;+;C;D;4;-;+;+;3.3142;0.019900;67568750;2.036700;6908923657;1.251400;4245075900;0.000100;207188
3;+;-;+;C;D;4;-;-;+;3.3796;0.021233;71990874;2.039433;6918115257;1.312667;4452916867;0.000100;203294
3;+;~;+;C;D;4;+;+;+;2.1167;0.018900;64081678;1.520367;5157358252;0.572467;1941801747;0.000100;212591
3;+;~;+;C;D;4;+;-;+;2.2099;0.018900;64165829;1.522367;5164206693;0.663500;2250741150;0.000100;203343
3;+;~;+;C;D;4;-;+;+;2.3321;0.018800;63746645;1.695067;5749935768;0.612067;2076311902;0.000100;252260
3;+;~;+;C;D;4;-;-;+;2.4008;0.019700;66874131;1.670733;5667510284;0.703833;2387510571;0.000100;199522
3;+;+;+;C;F;3;+;+;+;1.8786;0.018967;64345922;1.467833;4979111131;0.386333;1310579040;0.000100;180681
3;+;+;+;C;F;3;+;-;+;1.8754;0.017900;60687445;1.466833;4975768930;0.385733;1308465109;0.000000;154358
3;+;+;+;C;F;3;-;+;+;2.0353;0.018733;63463393;1.588067;5387133877;0.422100;1431891220;0.000100;203020
3;+;+;+;C;F;3;-;-;+;2.0414;0.019033;64557250;1.589300;5391196299;0.427133;1448913966;0.000033;169534
3;+;-;+;C;F;3;+;+;+;4.2782;0.020033;68003786;2.036767;6909052358;2.215500;7515366201;0.000033;165115
3;+;-;+;C;F;3;+;-;+;4.3491;0.020867;70838502;2.037833;6912768849;2.284367;7749086808;0.000033;164082
3;+;-;+;C;F;3;-;+;+;3.3355;0.022200;75201990;2.033233;6897153848;1.273800;4320941325;0.000000;149719
3;+;-;+;C;F;3;-;-;+;3.3692;0.020067;68055092;2.037033;6909944156;1.306000;4430199511;0.000000;150704
3;+;~;+;C;F;3;+;+;+;2.1737;0.018933;64293835;1.519100;5153070400;0.630333;2138197076;0.000100;182871
3;+;~;+;C;F;3;+;-;+;2.1844;0.017967;60911729;1.524000;5169718291;0.637567;2162661440;0.000000;157006
3;+;~;+;C;F;3;-;+;+;2.3282;0.018633;63101484;1.659133;5628253921;0.644633;2186715865;0.000100;216971
3;+;~;+;C;F;3;-;-;+;2.3489;0.018700;63321394;1.659900;5630733897;0.664333;2253472045;0.000033;166398
3;+;+;+;C;F;4;+;+;+;1.8772;0.017967;60978700;1.467800;4979025276;0.386367;1310576064;0.000100;183713
3;+;+;+;C;F;4;+;-;+;1.8749;0.018033;61172466;1.464567;4968069856;0.387067;1312838983;0.000000;147429
3;+;+;+;C;F;4;-;+;+;2.0322;0.018667;63249294;1.584400;5374479283;0.423033;1434997809;0.000100;192416
3;+;+;+;C;F;4;-;-;+;2.0337;0.018733;63579700;1.586033;5380177449;0.423000;1434876625;0.000000;159841
3;+;-;+;C;F;4;+;+;+;4.2909;0.019767;67160760;2.048833;6950086596;2.216333;7518244896;0.000000;160300
3;+;-;+;C;F;4;+;-;+;4.3364;0.020667;70122736;2.037233;6910719828;2.272400;7708550258;0.000033;163039
3;+;-;+;C;F;4;-;+;+;3.3439;0.021800;73975280;2.038800;6916065430;1.276367;4329746863;0.000100;190779
3;+;-;+;C;F;4;-;-;+;3.3698;0.021033;71298892;2.032100;6893350889;1.310900;4446837240;0.000000;145452
3;+;~;+;C;F;4;+;+;+;2.2437;0.018967;64346148;1.570767;5328364909;0.648500;2199827738;0.000100;188607
3;+;~;+;C;F;4;+;-;+;2.2373;0.018367;62248148;1.562267;5299548975;0.651633;2210425813;0.000000;158374
3;+;~;+;C;F;4;-;+;+;2.3763;0.018900;64230525;1.692633;5741836240;0.658500;2233691590;0.000100;195223
3;+;~;+;C;F;4;-;-;+;2.3468;0.018733;63462988;1.657467;5622441404;0.664700;2254732882;0.000000;158095
3;+;+;+;C;I;3;+;+;+;4.2740;0.018667;63377207;1.651667;5602763930;2.597400;8810956699;0.000100;208721
3;+;+;+;C;I;3;+;-;+;4.2671;0.018733;63465532;1.659833;5630546688;2.583033;8762194891;0.000100;184996
3;+;+;+;C;I;3;-;+;+;3.1750;0.019600;66430029;1.659533;5629399479;1.489767;5053669818;0.000100;186921
3;+;+;+;C;I;3;-;-;+;3.1720;0.018900;64124964;1.659900;5630839602;1.487400;5045590162;0.000067;165859
3;+;-;+;C;I;3;+;+;+;4.6320;0.019733;66980838;2.038133;6913748438;2.568267;8712066476;0.000033;169701
3;+;-;+;C;I;3;+;-;+;4.6614;0.019967;67795810;2.051967;6960743314;2.583333;8763202330;0.000067;165736
3;+;-;+;C;I;3;-;+;+;3.5155;0.022100;74894722;2.035933;6906389179;1.451100;4922455134;0.000000;144091
3;+;-;+;C;I;3;-;-;+;3.5146;0.021967;74501442;2.034833;6902510542;1.451067;4922306207;0.000000;157343
3;+;~;+;C;I;3;+;+;+;2.1095;0.019000;64526503;1.527367;5181272502;0.557667;1891778907;0.000100;186842
3;+;~;+;C;I;3;+;-;+;2.1076;0.018067;61235418;1.521767;5162184941;0.562567;1908338301;0.000100;184562
3;+;~;+;C;I;3;-;+;+;2.2665;0.019800;67137324;1.657967;5624114571;0.582633;1976398836;0.000100;190084
3;+;~;+;C;I;3;-;-;+;2.2530;0.018667;63343999;1.650367;5598279442;0.577833;1960127768;0.000100;167074
3;+;+;+;C;I;4;+;+;+;4.2485;0.020367;69111203;1.652567;5605804384;2.569200;8715392032;0.000100;216624
3;+;+;+;C;I;4;+;-;+;4.2499;0.019600;66469688;1.654533;5612497850;2.569533;8716413030;0.000100;178675
3;+;+;+;C;I;4;-;+;+;3.1974;0.018767;63741514;1.672700;5674122556;1.499800;5087641340;0.000100;185218
3;+;+;+;C;I;4;-;-;+;3.1651;0.018633;63247397;1.653133;5607760790;1.487133;5044674312;0.000033;163661
3;+;-;+;C;I;4;+;+;+;4.6316;0.019933;67635355;2.037067;6910229418;2.568400;8712518016;0.000100;175515
3;+;-;+;C;I;4;+;-;+;4.6316;0.020367;69106774;2.035433;6904607085;2.569300;8715619285;0.000033;163849
3;+;-;+;C;I;4;-;+;+;3.5183;0.022600;76672775;2.041167;6924006780;1.448000;4911977060;0.000000;142889
3;+;-;+;C;I;4;-;-;+;3.5120;0.021033;71306351;2.033767;6898961797;1.451167;4922635747;0.000000;154022
3;+;~;+;C;I;4;+;+;+;2.1001;0.017700;59996832;1.520900;5159233682;0.556300;1887022147;0.000100;181874
3;+;~;+;C;I;4;+;-;+;2.1100;0.017933;60722601;1.524067;5169933575;0.562700;1908716858;0.000100;176401
3;+;~;+;C;I;4;-;+;+;2.2645;0.018667;63240239;1.653400;5608560390;0.586467;1989373051;0.000100;201359
3;+;~;+;C;I;4;-;-;+;2.2996;0.019433;65944040;1.687467;5724229869;0.586700;1990220997;0.000100;181886
3;+;+;+;F;D;3;+;+;+;0.7493;0.054033;183228618;0.259633;880571887;0.430600;1460597082;0.000100;202546
3;+;+;+;F;D;3;+;-;+;0.7589;0.059133;200569159;0.260100;882320241;0.433967;1471927560;0.000100;177293
3;+;+;+;F;D;3;-;+;+;0.7916;0.054367;184446015;0.291533;988975420;0.440533;1494295295;0.000100;211626
3;+;+;+;F;D;3;-;-;+;0.8395;0.057033;193470669;0.304100;1031491875;0.473033;1604491129;0.000100;185842
3;+;-;+;F;D;3;+;+;+;2.0993;0.053100;180099834;0.287467;975139995;1.753733;5949015292;0.000100;188519
3;+;-;+;F;D;3;+;-;+;2.0305;0.058300;197800841;0.284900;966428360;1.681700;5704677086;0.000100;183738
