O;ARCH;VEC;ALIG;IMG;KER;MINC;E;FM;S;Total_s;Read_s;Read_cyc;Write_s;Write_cyc;Conv_s;Conv_cyc;Ker_s;Ker_cyc
0;+;~;+;C;F;3;+;-;+;7.7677;0.057300;142929665;5.582000;13932777270;2.121433;5295147094;0.000100;258399
0;+;~;+;C;F;3;-;+;+;7.7831;0.057367;143250259;5.610667;14004310723;2.107833;5261148357;0.000100;253015
0;+;~;+;C;F;3;-;-;+;7.6359;0.057067;142425802;5.483933;13688061582;2.087933;5211520366;0.000100;240469
0;+;+;+;C;F;4;+;+;+;9.7927;0.057633;143854864;5.536633;13819554944;4.191567;10462273755;0.000100;261244
0;+;+;+;C;F;4;+;-;+;9.8077;0.058433;145802238;5.535000;13815487428;4.207433;10501839475;0.000100;263966
0;+;+;+;C;F;4;-;+;+;9.8315;0.057600;143729133;5.573933;13912649199;4.192967;10465774122;0.000100;262205
0;+;+;+;C;F;4;-;-;+;9.8456;0.058333;145613171;5.529900;13802764139;4.250467;10609305220;0.000100;252282
0;+;-;+;C;F;4;+;+;+;21.7281;0.058300;145450265;5.442133;13583599394;16.220567;40486668204;0.000100;258887
0;+;-;+;C;F;4;+;-;+;22.0565;0.058700;146474235;5.495033;13715527653;16.494600;41170525239;0.000100;253889
0;+;-;+;C;F;4;-;+;+;18.6742;0.057433;143333914;5.537067;13820493616;13.072733;32629620404;0.000100;247239
0;+;-;+;C;F;4;-;-;+;18.6493;0.058500;146098036;5.493633;13712128946;13.090100;32672916237;0.000100;249079
0;+;~;+;C;F;4;+;+;+;7.6739;0.058167;145099430;5.478767;13674976477;2.129900;5316242873;0.000100;256948
0;+;~;+;C;F;4;+;-;+;7.7713;0.057900;144485584;5.584767;13939570912;2.121633;5295571024;0.000100;266732
0;+;~;+;C;F;4;-;+;+;7.7985;0.058067;144906014;5.625500;14041264744;2.107967;5261450812;0.000100;254444
0;+;~;+;C;F;4;-;-;+;8.0482;0.059033;147329937;5.793033;14459460424;2.189033;5463835532;0.000133;300723
0;+;+;+;C;I;3;+;+;+;20.5973;0.057800;144207330;5.470733;13655004009;15.061800;37594518650;0.000100;293063
0;+;+;+;C;I;3;+;-;+;21.0280;0.058733;146587192;5.555100;13865555536;15.406800;38455712100;0.000100;286442
0;+;+;+;C;I;3;-;+;+;17.7303;0.058233;145322732;5.535600;13816970816;12.129500;30275485749;0.000100;276789
0;+;+;+;C;I;3;-;-;+;18.2807;0.057800;144275151;5.505600;13742033914;12.710133;31724749595;0.000100;310964
0;+;-;+;C;I;3;+;+;+;21.0964;0.057767;144209345;5.503800;13737622529;15.527533;38757032029;0.000100;286894
0;+;-;+;C;I;3;+;-;+;20.6271;0.058033;144816262;5.488833;13700206570;15.073200;37623099788;0.000100;299477
0;+;-;+;C;I;3;-;+;+;18.2888;0.054967;137207416;5.481267;13681286254;12.745867;31813966664;0.000100;279459
0;+;-;+;C;I;3;-;-;+;18.6105;0.056933;142157994;5.525933;13792874094;13.020467;32499426552;0.000100;284587
0;+;~;+;C;I;3;+;+;+;7.5015;0.057100;142565552;5.521233;13781124272;1.916067;4782523889;0.000100;279752
0;+;~;+;C;I;3;+;-;+;7.4507;0.057367;143208714;5.477333;13671507361;1.908833;4764494857;0.000100;297516
0;+;~;+;C;I;3;-;+;+;7.5007;0.057800;144248724;5.507000;13745583793;1.928800;4814382739;0.000100;278244
0;+;~;+;C;I;3;-;-;+;7.5102;0.057300;143016385;5.506033;13743128753;1.939933;4842098190;0.000100;275752
0;+;+;+;C;I;4;+;+;+;20.6039;0.058467;145899320;5.473800;13662703300;15.064700;37601934978;0.000100;318897
0;+;+;+;C;I;4;+;-;+;21.5688;0.058300;145498440;5.657633;14121574132;15.845900;39551732233;0.000100;310534
0;+;+;+;C;I;4;-;+;+;18.1593;0.059500;148409471;5.649967;14102361924;12.442667;31057145879;0.000100;310177
0;+;+;+;C;I;4;-;-;+;18.2869;0.059400;148297092;5.495033;13715698311;12.724900;31761673910;0.000100;285490
0;+;-;+;C;I;4;+;+;+;21.1080;0.058567;146209555;5.501067;13730779660;15.540867;38790507037;0.000100;304010
0;+;-;+;C;I;4;+;-;+;20.6318;0.058233;145307077;5.485100;13690887987;15.081433;37643657724;0.000100;304352
0;+;-;+;C;I;4;-;+;+;18.2548;0.057600;143714299;5.475200;13666232175;12.714800;31736505420;0.000100;266445
0;+;-;+;C;I;4;-;-;+;18.5829;0.056633;141369366;5.523133;13785866457;12.996333;32439257420;0.000100;288513
0;+;~;+;C;I;4;+;+;+;7.4949;0.057300;143052958;5.504733;13739987267;1.925500;4806128400;0.000100;285225
0;+;~;+;C;I;4;+;-;+;7.4440;0.055867;139369928;5.472300;13659073981;1.909000;4764842619;0.000100;284635
0;+;~;+;C;I;4;-;+;+;7.5004;0.056600;141199032;5.508133;13748459502;1.928700;4814113012;0.000100;263174
0;+;~;+;C;I;4;-;-;+;7.5712;0.056467;141056916;5.501767;13732606741;2.006033;5007096744;0.000100;275489
0;+;+;+;F;D;3;+;+;+;7.5160;0.152367;380263258;0.652267;1628020529;6.703933;16733216746;0.000100;215269
0;+;+;+;F;D;3;+;-;+;7.5246;0.151067;377070571;0.654033;1632412307;6.711900;16753075945;0.000100;214686
0;+;+;+;F;D;3;-;+;+;7.4846;0.153000;381907703;0.640800;1599415188;6.683367;16681875571;0.000100;203284
0;+;+;+;F;D;3;-;-;+;7.4145;0.154100;384620662;0.635167;1585417457;6.617733;16518051211;0.000100;208338
0;+;-;+;F;D;3;+;+;+;17.1392;0.152100;379650912;0.688767;1719137212;16.291067;40662510064;0.000100;216868
0;+;-;+;F;D;3;+;-;+;17.5638;0.152500;380632808;0.695300;1735382054;16.708600;41704650678;0.000100;214552
0;+;-;+;F;D;3;-;+;+;13.1939;0.152833;381513077;0.700133;1747538193;12.333400;30784296413;0.000100;201750
0;+;-;+;F;D;3;-;-;+;14.4690;0.156533;390704256;0.698833;1744261562;13.605833;33960275664;0.000100;237084
0;+;~;+;F;D;3;+;+;+;3.0121;0.159267;397480376;0.649800;1621856136;2.195400;5479730234;0.000100;232420
0;+;~;+;F;D;3;+;-;+;2.9087;0.151700;378650738;0.637600;1591375525;2.111767;5270943054;0.000100;206780
0;+;~;+;F;D;3;-;+;+;2.8934;0.155933;389217063;0.626433;1563614983;2.103667;5250733197;0.000100;198906
0;+;~;+;F;D;3;-;-;+;2.9116;0.153000;381935472;0.628600;1569028800;2.122667;5298158414;0.000100;204158
0;+;+;+;F;D;4;+;+;+;7.4874;0.151267;377552707;0.629500;1571275850;6.699267;16721483504;0.000100;210874
0;+;+;+;F;D;4;+;-;+;7.5291;0.152200;379920936;0.663033;1654905953;6.706533;16739520784;0.000100;218830
0;+;+;+;F;D;4;-;+;+;7.4871;0.155767;388794838;0.649867;1622141924;6.673933;16658214386;0.000100;183242
0;+;+;+;F;D;4;-;-;+;7.4145;0.151567;378329134;0.645533;1611275263;6.610033;16498728653;0.000100;193940
0;+;-;+;F;D;4;+;+;+;17.0688;0.150400;375387823;0.676100;1687581712;16.234767;40522170406;0.000100;204529
0;+;-;+;F;D;4;+;-;+;17.6061;0.151100;377183008;0.708267;1767739840;16.739167;41781264602;0.000100;210626
0;+;-;+;F;D;4;-;+;+;13.2096;0.152767;381333153;0.699500;1745939485;12.349600;30824838725;0.000100;217251
0;+;-;+;F;D;4;-;-;+;13.9280;0.151967;379292003;0.688733;1719106268;13.079567;32646862925;0.000100;200355
0;+;~;+;F;D;4;+;+;+;2.9110;0.152033;379424883;0.629767;1571869495;2.121900;5296161780;0.000100;191797
0;+;~;+;F;D;4;+;-;+;2.8885;0.152233;379968571;0.615000;1534998419;2.113667;5275736516;0.000100;195996
0;+;~;+;F;D;4;-;+;+;2.9012;0.152867;381591746;0.640500;1598714553;2.100667;5243213429;0.000100;198400
0;+;~;+;F;D;4;-;-;+;2.9452;0.153633;383443413;0.638733;1594200471;2.145400;5354898125;0.000100;202454
0;+;+;+;F;F;3;+;+;+;4.2560;0.153567;383224482;0.654400;1633362772;3.440667;8587882212;0.000100;188800
0;+;+;+;F;F;3;+;-;+;4.3494;0.151933;379246562;0.651733;1626719756;3.538167;8831267698;0.000100;183283
0;+;+;+;F;F;3;-;+;+;4.2256;0.152300;380132700;0.647167;1615317929;3.418833;8533412550;0.000100;180932
0;+;+;+;F;F;3;-;-;+;4.2204;0.153867;384101719;0.648467;1618570030;3.410567;8512796022;0.000100;171624
0;+;-;+;F;F;3;+;+;+;18.2048;0.152067;379575885;0.722967;1804580504;17.322233;43236640797;0.000100;191735
0;+;-;+;F;F;3;+;-;+;17.8375;0.152367;380250256;0.674267;1682970851;17.003333;42440708029;0.000100;195565
0;+;-;+;F;F;3;-;+;+;15.4100;0.155233;387527312;0.705167;1760130466;14.542133;36297480150;0.000100;175331
0;+;-;+;F;F;3;-;-;+;13.8022;0.151167;377362696;0.678033;1692333040;12.965767;32362911751;0.000100;184344
0;+;~;+;F;F;3;+;+;+;2.8721;0.150533;375700614;0.639200;1595444803;2.074867;5178910142;0.000100;193754
0;+;~;+;F;F;3;+;-;+;2.8418;0.153867;384026933;0.639167;1595282176;2.041667;5096024997;0.000100;186304
0;+;~;+;F;F;3;-;+;+;2.7555;0.152400;380423745;0.631933;1577240698;1.963700;4901385921;0.000100;173930
0;+;~;+;F;F;3;-;-;+;2.7681;0.150833;376487632;0.628467;1568661558;1.981467;4945802230;0.000100;181260
0;+;+;+;F;F;4;+;+;+;4.2616;0.153900;384079457;0.654467;1633555205;3.445900;8601033030;0.000100;190915
0;+;+;+;F;F;4;+;-;+;4.2527;0.152167;379698317;0.617533;1541366469;3.475733;8675482637;0.000100;194351
0;+;+;+;F;F;4;-;+;+;4.2419;0.150767;376302287;0.657500;1641133249;3.426333;8552159263;0.000100;178376
0;+;+;+;F;F;4;-;-;+;4.4563;0.159333;397661174;0.669033;1669982652;3.620167;9035926284;0.000100;220488
0;+;-;+;F;F;4;+;+;+;18.5696;0.156367;390292937;0.716300;1787860394;17.689300;44152860735;0.000100;208455
0;+;-;+;F;F;4;+;-;+;17.9053;0.152167;379754305;0.703700;1756348859;17.042000;42537287596;0.000100;187453
0;+;-;+;F;F;4;-;+;+;15.3982;0.152267;379998333;0.679767;1696651742;14.558700;36338885952;0.000100;171072
0;+;-;+;F;F;4;-;-;+;13.8470;0.154500;385665960;0.687767;1716696685;12.997133;32441094604;0.000100;175189
0;+;~;+;F;F;4;+;+;+;2.8262;0.152667;381073938;0.641933;1602217120;2.024167;5052387018;0.000100;205220
0;+;~;+;F;F;4;+;-;+;2.8350;0.152767;381317649;0.629433;1571062547;2.045367;5105158432;0.000100;178032
0;+;~;+;F;F;4;-;+;+;2.7758;0.152467;380567706;0.646033;1612488304;1.969800;4916716750;0.000100;179301
0;+;~;+;F;F;4;-;-;+;2.7854;0.153033;381968683;0.641333;1600875545;1.983333;4950510625;0.000100;172213
0;+;+;+;F;I;3;+;+;+;17.9837;0.151833;378976347;0.713667;1781361645;17.110667;42708682541;0.000100;209264
0;+;+;+;F;I;3;+;-;+;17.6182;0.153100;382109901;0.709667;1771314794;16.748067;41803670162;0.000100;202428
0;+;+;+;F;I;3;-;+;+;13.3347;0.153667;383575865;0.703333;1755497809;12.470433;31126515010;0.000100;196805
0;+;+;+;F;I;3;-;-;+;13.2775;0.152667;381053703;0.697533;1741006879;12.419833;31000224389;0.000100;199179
0;+;-;+;F;I;3;+;+;+;17.0254;0.154400;385389754;0.706600;1763670182;16.156700;40327556943;0.000100;204483
0;+;-;+;F;I;3;+;-;+;16.5187;0.152800;381356151;0.693567;1731189094;15.664800;39099767454;0.000100;213122
0;+;-;+;F;I;3;-;+;+;13.0509;0.152700;381112681;0.717700;1791356778;12.173167;30384543577;0.000100;185870
0;+;-;+;F;I;3;-;-;+;13.6488;0.154200;384892456;0.711033;1774646409;12.776333;31890000655;0.000100;203505
0;+;~;+;F;I;3;+;+;+;5.1766;0.150667;376071668;0.647067;1615060831;4.371633;10911774418;0.000100;212097
0;+;~;+;F;I;3;+;-;+;5.1861;0.152500;380598974;0.654833;1634519755;4.371600;10911541587;0.000100;199772
0;+;~;+;F;I;3;-;+;+;5.1572;0.153067;382032922;0.650433;1623496354;4.346267;10848336229;0.000100;193076
0;+;~;+;F;I;3;-;-;+;5.1582;0.155200;387388472;0.652500;1628554032;4.343133;10840581415;0.000100;192906
0;+;+;+;F;I;4;+;+;+;17.9957;0.153300;382646693;0.677200;1690243594;17.157000;42822950213;0.000100;217572
0;+;+;+;F;I;4;+;-;+;17.5861;0.152500;380671449;0.679333;1695589647;16.746733;41799053686;0.000100;207401
0;+;+;+;F;I;4;-;+;+;13.3262;0.155567;388231314;0.691033;1724838204;12.472300;31130384187;0.000100;197530
0;+;+;+;F;I;4;-;-;+;13.2498;0.152867;381559082;0.696833;1739255898;12.392533;30931310867;0.000100;196448
0;+;-;+;F;I;4;+;+;+;17.0265;0.151167;377413069;0.663300;1655494055;16.204667;40446300984;0.000100;222978
0;+;-;+;F;I;4;+;-;+;16.3764;0.153733;383718390;0.694433;1733213696;15.520767;38739460765;0.000100;206490
0;+;-;+;F;I;4;-;+;+;13.0185;0.155567;388278056;0.702067;1752326147;12.153567;30335030831;0.000100;184559
0;+;-;+;F;I;4;-;-;+;13.6349;0.151500;378113787;0.699200;1745120937;12.777000;31891157901;0.000100;198754
0;+;~;+;F;I;4;+;+;+;5.1628;0.150967;376835591;0.636933;1589736490;4.367567;10901313553;0.000100;215069
0;+;~;+;F;I;4;+;-;+;5.1542;0.152467;380500856;0.629467;1571171973;4.365167;10895318779;0.000100;205161
0;+;~;+;F;I;4;-;+;+;5.1555;0.155133;387210407;0.649300;1620587283;4.343633;10841619732;0.000100;189098
0;+;~;+;F;I;4;-;-;+;5.1353;0.155033;386959039;0.628567;1568877568;4.344300;10843317648;0.000100;183618
3;+;+;+;C;D;3;+;+;+;2.6213;0.022633;56515466;2.138000;5336347399;0.453800;1132703940;0.000100;147406
3;+;+;+;C;D;3;+;-;+;2.6401;0.023300;58128894;2.147167;5359253199;0.462833;1155167553;0.000100;136473
3;+;+;+;C;D;3;-;+;+;2.6328;0.023267;58011186;2.149300;5364536464;0.453400;1131650032;0.000100;144690
3;+;+;+;C;D;3;-;-;+;2.6534;0.022733;56658261;2.162533;5397622861;0.461433;1151678339;0.000100;128539
3;+;-;+;C;D;3;+;+;+;4.3374;0.024300;60617386;2.617267;6532721131;1.689067;4215902804;0.000000;116457
3;+;-;+;C;D;3;+;-;+;4.3191;0.023100;57637002;2.558833;6386755921;1.730500;4319319608;0.000000;110694
3;+;-;+;C;D;3;-;+;+;4.0145;0.024300;60685446;2.599800;6489059754;1.383567;3453319321;0.000033;117575
3;+;-;+;C;D;3;-;-;+;4.0624;0.023300;58090390;2.614833;6526626731;1.417500;3538057911;0.000000;112404
3;+;~;+;C;D;3;+;+;+;2.9528;0.024200;60386393;2.137967;5336352031;0.783667;1955978661;0.000100;147501
3;+;~;+;C;D;3;+;-;+;2.7172;0.022700;56629933;2.151867;5371017021;0.536000;1337822660;0.000100;123673
3;+;~;+;C;D;3;-;+;+;2.9609;0.024133;60250192;2.148500;5362570901;0.781367;1950242758;0.000100;139453
3;+;~;+;C;D;3;-;-;+;2.7262;0.023300;58221574;2.148500;5362680045;0.547667;1366951007;0.000033;119276
3;+;+;+;C;D;4;+;+;+;2.6168;0.022333;55703782;2.133500;5325232459;0.454333;1133995574;0.000100;138133
3;+;+;+;C;D;4;+;-;+;2.6348;0.023400;58443990;2.145867;5356013798;0.458800;1145183136;0.000100;131533
3;+;+;+;C;D;4;-;+;+;2.6305;0.022300;55624259;2.148133;5361661053;0.453300;1131448110;0.000100;145247
3;+;+;+;C;D;4;-;-;+;2.6574;0.023233;57972989;2.165733;5405658522;0.461667;1152307452;0.000100;124234
3;+;-;+;C;D;4;+;+;+;4.3293;0.024033;59995542;2.610833;6516608903;1.687733;4212537044;0.000067;120327
3;+;-;+;C;D;4;+;-;+;4.3130;0.023200;57937809;2.553100;6372535597;1.730167;4318475880;0.000000;113216
3;+;-;+;C;D;4;-;+;+;4.0116;0.023800;59407458;2.599467;6488193677;1.381733;3448789173;0.000033;115201
3;+;-;+;C;D;4;-;-;+;4.0748;0.024533;61191347;2.621433;6543056310;1.421967;3549208692;0.000000;113377
3;+;~;+;C;D;4;+;+;+;2.9486;0.024067;60144148;2.135533;5330235004;0.782000;1951804804;0.000100;148429
3;+;~;+;C;D;4;+;-;+;2.7171;0.022833;56973772;2.148233;5361993194;0.539200;1345808234;0.000100;122855
3;+;~;+;C;D;4;-;+;+;2.9627;0.024400;60906456;2.151167;5369271477;0.780233;1947450630;0.000100;140515
3;+;~;+;C;D;4;-;-;+;2.7338;0.023867;59516368;2.157067;5383976043;0.546033;1362923258;0.000033;119549
3;+;+;+;C;F;3;+;+;+;2.6794;0.023767;59375962;2.135300;5329678455;0.513467;1281581387;0.000100;130615
3;+;+;+;C;F;3;+;-;+;2.4943;0.023133;57753750;2.131767;5320881285;0.332500;829871585;0.000000;109082
3;+;+;+;C;F;3;-;+;+;2.7007;0.023367;58265373;2.164400;5402331687;0.506100;1263198503;0.000033;120500
3;+;+;+;C;F;3;-;-;+;2.5077;0.024100;60100204;2.141000;5343892976;0.335667;837705865;0.000000;104947
3;+;-;+;C;F;3;+;+;+;4.2421;0.024333;60766984;2.547700;6359120499;1.662867;4150543575;0.000000;97345
3;+;-;+;C;F;3;+;-;+;4.3466;0.024567;61299885;2.573067;6422304389;1.742167;4348419100;0.000000;105216
3;+;-;+;C;F;3;-;+;+;4.0620;0.024800;61916398;2.649133;6612257424;1.381067;3447202837;0.000033;108509
3;+;-;+;C;F;3;-;-;+;4.1608;0.024233;60509447;2.680500;6690393861;1.449367;3617542508;0.000033;104921
3;+;~;+;C;F;3;+;+;+;2.9863;0.023633;59028604;2.174167;5426624617;0.781600;1950806706;0.000100;136402
3;+;~;+;C;F;3;+;-;+;2.7207;0.023100;57643707;2.154100;5376595891;0.536767;1339744901;0.000000;102151
3;+;~;+;C;F;3;-;+;+;2.9576;0.022567;56329984;2.148633;5362914761;0.779567;1945837399;0.000100;130445
3;+;~;+;C;F;3;-;-;+;2.7045;0.023367;58287232;2.148867;5363533516;0.525667;1312012348;0.000000;99276
3;+;+;+;C;F;4;+;+;+;2.6730;0.023667;59081469;2.130533;5317889202;0.511833;1277529060;0.000100;129021
3;+;+;+;C;F;4;+;-;+;2.4931;0.023067;57529323;2.131200;5319492640;0.332133;828964991;0.000000;111296
3;+;+;+;C;F;4;-;+;+;2.7014;0.022500;56168190;2.165233;5404435005;0.506800;1264988662;0.000033;118818
3;+;+;+;C;F;4;-;-;+;2.4997;0.023233;57928195;2.135500;5330227324;0.334200;834199840;0.000000;103257
3;+;-;+;C;F;4;+;+;+;4.2515;0.024167;60331261;2.555933;6379654434;1.664467;4154485008;0.000000;101371
3;+;-;+;C;F;4;+;-;+;4.3390;0.024467;61120722;2.569600;6413719906;1.737933;4337842948;0.000000;104753
3;+;-;+;C;F;4;-;+;+;3.9138;0.024167;60252100;2.553267;6372898489;1.329667;3318776930;0.000000;98566
3;+;-;+;C;F;4;-;-;+;4.0473;0.024333;60743616;2.595933;6479493308;1.420267;3544904931;0.000000;98965
3;+;~;+;C;F;4;+;+;+;2.9833;0.023867;59553093;2.170900;5418523545;0.781633;1950978813;0.000100;133835
3;+;~;+;C;F;4;+;-;+;2.7162;0.022767;56793467;2.148300;5362124829;0.538567;1344257760;0.000000;100879
3;+;~;+;C;F;4;-;+;+;2.9540;0.023167;57817183;2.143333;5349792023;0.780633;1948436613;0.000100;131882
3;+;~;+;C;F;4;-;-;+;2.7035;0.023367;58237143;2.148500;5362652854;0.525000;1310411817;0.000000;99920
3;+;+;+;C;I;3;+;+;+;3.4639;0.023400;58448097;2.135900;5331257603;1.297700;3239027566;0.000100;132729
3;+;+;+;C;I;3;+;-;+;3.5050;0.023700;59173933;2.163367;5399703358;1.311300;3272948805;0.000000;117153
3;+;+;+;C;I;3;-;+;+;3.2622;0.023867;59572667;2.146333;5357186261;1.085100;2708415176;0.000100;130180
3;+;+;+;C;I;3;-;-;+;3.2394;0.023800;59454038;2.124400;5302470044;1.084433;2706761111;0.000000;111201
3;+;-;+;C;I;3;+;+;+;3.9444;0.024300;60617381;2.541400;6343243992;1.371767;3424000892;0.000000;105912
3;+;-;+;C;I;3;+;-;+;4.0653;0.024900;62232084;2.588100;6459938171;1.445300;3607527511;0.000000;107701
3;+;-;+;C;I;3;-;+;+;3.7900;0.024567;61307589;2.606567;6506016699;1.152133;2875736059;0.000000;105560
3;+;-;+;C;I;3;-;-;+;3.7521;0.024233;60564058;2.567700;6408970755;1.153267;2878632790;0.000033;117750
3;+;~;+;C;I;3;+;+;+;2.7526;0.023300;58148173;2.145833;5355994412;0.576367;1438545158;0.000100;129257
3;+;~;+;C;I;3;+;-;+;2.7843;0.023800;59366977;2.178000;5436249118;0.575833;1437237276;0.000033;119059
3;+;~;+;C;I;3;-;+;+;2.7261;0.023667;59046753;2.130500;5317747727;0.565133;1410578124;0.000100;126168
3;+;~;+;C;I;3;-;-;+;2.7552;0.023133;57713978;2.161433;5394946691;0.563700;1407000158;0.000000;114616
3;+;+;+;C;I;4;+;+;+;3.4633;0.023167;57819511;2.133167;5324341430;1.300133;3245067867;0.000100;129807
3;+;+;+;C;I;4;+;-;+;3.4955;0.023133;57805346;2.164333;5402123672;1.301333;3248159136;0.000033;119592
3;+;+;+;C;I;4;-;+;+;3.2644;0.024033;59914446;2.146333;5357238502;1.087267;2713847692;0.000100;131881
3;+;+;+;C;I;4;-;-;+;3.2480;0.023233;57989973;2.129533;5315260311;1.088467;2716789270;0.000000;115314
3;+;-;+;C;I;4;+;+;+;3.9467;0.023767;59385409;2.541933;6344621839;1.374233;3430037602;0.000000;107388
3;+;-;+;C;I;4;+;-;+;4.0577;0.024333;60713989;2.590600;6466194786;1.435933;3584071335;0.000000;110961
3;+;-;+;C;I;4;-;+;+;3.7899;0.024267;60598552;2.605500;6503363630;1.152967;2877814021;0.000000;107689
3;+;-;+;C;I;4;-;-;+;3.7469;0.023733;59178449;2.563167;6397714576;1.153467;2879041404;0.000000;116383
3;+;~;+;C;I;4;+;+;+;2.7559;0.023267;58093380;2.150333;5367204462;0.575500;1436387953;0.000100;131272
3;+;~;+;C;I;4;+;-;+;2.7831;0.023867;59601777;2.176800;5433295593;0.575500;1436420953;0.000000;114182
3;+;~;+;C;I;4;-;+;+;2.7233;0.023400;58441289;2.129233;5314596218;0.563733;1407124081;0.000100;125546
3;+;~;+;C;I;4;-;-;+;2.7604;0.023233;57932218;2.165800;5405841811;0.564633;1409248095;0.000033;117118
3;+;+;+;F;D;3;+;+;+;0.7788;0.050500;126016530;0.313833;783377835;0.407100;1016078875;0.000000;82709
3;+;+;+;F;D;3;+;-;+;0.7848;0.052367;130734770;0.327533;817449838;0.397967;993281485;0.000000;71459
3;+;+;+;F;D;3;-;+;+;0.7733;0.050300;125492532;0.314867;785936701;0.400667;1000113508;0.000000;82479
3;+;+;+;F;D;3;-;-;+;0.7703;0.053267;132972759;0.312033;778839378;0.397767;992796660;0.000000;62338
3;+;-;+;F;D;3;+;+;+;1.9880;0.051900;129569991;0.320367;799566854;1.608600;4015072689;0.000000;83173
3;+;-;+;F;D;3;+;-;+;2.0864;0.053633;133843117;0.335467;837339360;1.690067;4218452447;0.000000;67629
3;+;-;+;F;D;3;-;+;+;1.5098;0.050500;126037923;0.323533;807502307;1.128700;2817221659;0.000000;61585
